Organism_Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP,species
Mycobacterium tuberculosis,01-R1305,20829,SAMN05915274,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001840945.1,4.39372,65.6,-,MMGT01,5,4261,4098,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/840/945/GCF_001840945.1_ASM184094v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/840/945/GCA_001840945.1_ASM184094v1,mtb
Mycobacterium tuberculosis,02-R0459,20829,SAMN05915273,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001840985.1,4.37202,65.6,-,MMGU01,5,4245,4074,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/840/985/GCF_001840985.1_ASM184098v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/840/985/GCA_001840985.1_ASM184098v1,mtb
Mycobacterium tuberculosis,02-R1945,20829,SAMN05915272,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841005.1,4.39055,65.6,-,MMGV01,14,4264,4090,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/005/GCF_001841005.1_ASM184100v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/005/GCA_001841005.1_ASM184100v1,mtb
Mycobacterium tuberculosis,01-R0841,20829,SAMN05915270,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841015.1,4.404780000000001,65.6,-,MMGX01,10,4265,4115,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/015/GCF_001841015.1_ASM184101v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/015/GCA_001841015.1_ASM184101v1,mtb
Mycobacterium tuberculosis,01-R0909,20829,SAMN05915271,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841045.1,4.4078,65.6,-,MMGW01,10,4294,4125,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/045/GCF_001841045.1_ASM184104v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/045/GCA_001841045.1_ASM184104v1,mtb
Mycobacterium tuberculosis,02-R0027,20829,SAMN05915269,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841065.1,4.3929800000000006,65.6,-,MMGY01,5,4273,4117,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/065/GCF_001841065.1_ASM184106v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/065/GCA_001841065.1_ASM184106v1,mtb
Mycobacterium tuberculosis,01-R0908,20829,SAMN05915268,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841075.1,4.398540000000001,65.6,-,MMGZ01,9,4265,4111,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/075/GCF_001841075.1_ASM184107v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/075/GCA_001841075.1_ASM184107v1,mtb
Mycobacterium tuberculosis,01-R0240,20829,SAMN05915267,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841105.1,4.37259,65.6,-,MMHA01,1,4258,4092,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/105/GCF_001841105.1_ASM184110v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/105/GCA_001841105.1_ASM184110v1,mtb
Mycobacterium tuberculosis,01-R0880,20829,SAMN05915266,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841115.1,4.363659999999999,65.6,-,MMHB01,2,4254,4084,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/115/GCF_001841115.1_ASM184111v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/115/GCA_001841115.1_ASM184111v1,mtb
Mycobacterium tuberculosis,01-R1354,20829,SAMN05915265,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841145.1,4.40551,65.6,-,MMHC01,7,4282,4111,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/145/GCF_001841145.1_ASM184114v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/145/GCA_001841145.1_ASM184114v1,mtb
Mycobacterium tuberculosis,01-R1556,20829,SAMN05915264,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841165.1,4.38666,65.6,-,MMHD01,1,4255,4096,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/165/GCF_001841165.1_ASM184116v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/165/GCA_001841165.1_ASM184116v1,mtb
Mycobacterium tuberculosis,01-R1559,20829,SAMN05915263,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841175.1,4.411519999999999,65.6,-,MMHE01,3,4297,4107,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/175/GCF_001841175.1_ASM184117v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/175/GCA_001841175.1_ASM184117v1,mtb
Mycobacterium tuberculosis,01-R0824,20829,SAMN05915262,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841195.1,4.38998,65.6,-,MMHF01,2,4262,4100,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/195/GCF_001841195.1_ASM184119v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/195/GCA_001841195.1_ASM184119v1,mtb
Mycobacterium tuberculosis,01-R1321,20829,SAMN05915261,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841205.1,4.39365,65.6,-,MMHG01,4,4272,4096,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/205/GCF_001841205.1_ASM184120v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/205/GCA_001841205.1_ASM184120v1,mtb
Mycobacterium tuberculosis,02-R0879,20829,SAMN05915260,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841245.1,4.377759999999999,65.6,-,MMHH01,2,4252,4095,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/245/GCF_001841245.1_ASM184124v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/245/GCA_001841245.1_ASM184124v1,mtb
Mycobacterium tuberculosis,01-R0899,20829,SAMN05915259,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841265.1,4.39012,65.6,-,MMHI01,9,4256,4098,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/265/GCF_001841265.1_ASM184126v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/265/GCA_001841265.1_ASM184126v1,mtb
Mycobacterium tuberculosis,01-R1049,20829,SAMN05915257,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841275.1,4.40517,65.6,-,MMHK01,2,4285,4134,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/275/GCF_001841275.1_ASM184127v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/275/GCA_001841275.1_ASM184127v1,mtb
Mycobacterium tuberculosis,02-R0325,20829,SAMN05915258,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841285.1,4.3892,65.6,-,MMHJ01,1,4258,4100,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/285/GCF_001841285.1_ASM184128v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/285/GCA_001841285.1_ASM184128v1,mtb
Mycobacterium tuberculosis,01-R0712,20829,SAMN05915256,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841325.1,4.39783,65.6,-,MMHL01,5,4278,4103,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/325/GCF_001841325.1_ASM184132v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/325/GCA_001841325.1_ASM184132v1,mtb
Mycobacterium tuberculosis,99-R874,20829,SAMN05915254,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841355.1,4.3937,65.6,-,MMHN01,7,4272,4112,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/355/GCF_001841355.1_ASM184135v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/355/GCA_001841355.1_ASM184135v1,mtb
Mycobacterium tuberculosis,00-R1245,20829,SAMN05915253,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841375.1,4.3909400000000005,65.6,-,MMHO01,6,4270,4108,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/375/GCF_001841375.1_ASM184137v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/375/GCA_001841375.1_ASM184137v1,mtb
Mycobacterium tuberculosis,01-R0902,20829,SAMN05915252,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841395.1,4.39204,65.6,-,MMHP01,4,4265,4100,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/395/GCF_001841395.1_ASM184139v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/395/GCA_001841395.1_ASM184139v1,mtb
Mycobacterium tuberculosis,00-R1569,20829,SAMN05915251,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841425.1,4.37782,65.6,-,MMHQ01,7,4251,4087,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/425/GCF_001841425.1_ASM184142v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/425/GCA_001841425.1_ASM184142v1,mtb
Mycobacterium tuberculosis,00-R1025,20829,SAMN05915250,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841445.1,4.37801,65.6,-,MMHR01,4,4246,4085,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/445/GCF_001841445.1_ASM184144v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/445/GCA_001841445.1_ASM184144v1,mtb
Mycobacterium tuberculosis,00-R0145,20829,SAMN05915249,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841455.1,4.40005,65.6,-,MMHS01,6,4271,4111,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/455/GCF_001841455.1_ASM184145v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/455/GCA_001841455.1_ASM184145v1,mtb
Mycobacterium tuberculosis,M0011025-5,20829,SAMN05918585,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841475.1,4.38778,65.6,-,MMNO01,4,4269,4094,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/475/GCF_001841475.1_ASM184147v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/475/GCA_001841475.1_ASM184147v1,mtb
Mycobacterium tuberculosis,M0003761-5,20829,SAMN05918612,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841505.1,4.38715,65.6,-,MMMN01,6,4261,4100,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/505/GCF_001841505.1_ASM184150v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/505/GCA_001841505.1_ASM184150v1,mtb
Mycobacterium tuberculosis,M0010326-8,20829,SAMN05918583,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841525.1,4.40171,65.6,-,MMNQ01,9,4273,4102,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/525/GCF_001841525.1_ASM184152v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/525/GCA_001841525.1_ASM184152v1,mtb
Mycobacterium tuberculosis,M0005584-9,20829,SAMN05918577,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841545.1,4.36797,65.6,-,MMNW01,2,4240,4082,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/545/GCF_001841545.1_ASM184154v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/545/GCA_001841545.1_ASM184154v1,mtb
Mycobacterium tuberculosis,M0016353-6,20829,SAMN05918611,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841565.1,4.399,65.6,-,MMMO01,2,4262,4105,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/565/GCF_001841565.1_ASM184156v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/565/GCA_001841565.1_ASM184156v1,mtb
Mycobacterium tuberculosis,M0021672-2,20829,SAMN05918594,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841575.1,4.39905,65.6,-,MMNF01,1,4276,4133,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/575/GCF_001841575.1_ASM184157v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/575/GCA_001841575.1_ASM184157v1,mtb
Mycobacterium tuberculosis,M0024434-4,20829,SAMN05918600,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841605.1,4.39913,65.6,-,MMMZ01,5,4269,4099,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/605/GCF_001841605.1_ASM184160v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/605/GCA_001841605.1_ASM184160v1,mtb
Mycobacterium tuberculosis,M0014029-4,20829,SAMN05918587,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841615.1,4.38359,65.6,-,MMNM01,9,4258,4093,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/615/GCF_001841615.1_ASM184161v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/615/GCA_001841615.1_ASM184161v1,mtb
Mycobacterium tuberculosis,M0002202-1,20829,SAMN05918569,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841645.1,4.39219,65.6,-,MMOE01,1,4261,4102,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/645/GCF_001841645.1_ASM184164v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/645/GCA_001841645.1_ASM184164v1,mtb
Mycobacterium tuberculosis,M0001620-5,20829,SAMN05918568,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841665.1,4.42183,65.6,-,MMOF01,2,4301,4133,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/665/GCF_001841665.1_ASM184166v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/665/GCA_001841665.1_ASM184166v1,mtb
Mycobacterium tuberculosis,M0004513-9,20829,SAMN05918575,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841685.1,4.35141,65.6,-,MMNY01,3,4239,4082,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/685/GCF_001841685.1_ASM184168v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/685/GCA_001841685.1_ASM184168v1,mtb
Mycobacterium tuberculosis,M0009119-0,20829,SAMN05918581,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841705.1,4.36399,65.6,-,MMNS01,2,4250,4095,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/705/GCF_001841705.1_ASM184170v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/705/GCA_001841705.1_ASM184170v1,mtb
Mycobacterium tuberculosis,M0009260-2,20829,SAMN05918582,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841715.1,4.3970199999999995,65.6,-,MMNR01,2,4275,4113,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/715/GCF_001841715.1_ASM184171v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/715/GCA_001841715.1_ASM184171v1,mtb
Mycobacterium tuberculosis,M0003743-3,20829,SAMN05918573,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841725.1,4.39971,65.6,-,MMOA01,5,4281,4117,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/725/GCF_001841725.1_ASM184172v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/725/GCA_001841725.1_ASM184172v1,mtb
Mycobacterium tuberculosis,M0021577-3,20829,SAMN05918593,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841765.1,4.39615,65.6,-,MMNG01,3,4275,4121,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/765/GCF_001841765.1_ASM184176v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/765/GCA_001841765.1_ASM184176v1,mtb
Mycobacterium tuberculosis,M0015869-2,20829,SAMN05918589,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841785.1,4.39843,65.6,-,MMNK01,6,4274,4111,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/785/GCF_001841785.1_ASM184178v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/785/GCA_001841785.1_ASM184178v1,mtb
Mycobacterium tuberculosis,M0013217-6,20829,SAMN05918586,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841805.1,4.40329,65.6,-,MMNN01,3,4281,4119,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/805/GCF_001841805.1_ASM184180v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/805/GCA_001841805.1_ASM184180v1,mtb
Mycobacterium tuberculosis,M0022228-2,20829,SAMN05918596,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841815.1,4.38302,65.6,-,MMND01,4,4258,4097,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/815/GCF_001841815.1_ASM184181v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/815/GCA_001841815.1_ASM184181v1,mtb
Mycobacterium tuberculosis,M0005771-2,20829,SAMN05918578,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841845.1,4.4012400000000005,65.6,-,MMNV01,2,4282,4120,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/845/GCF_001841845.1_ASM184184v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/845/GCA_001841845.1_ASM184184v1,mtb
Mycobacterium tuberculosis,M0005016-2,20829,SAMN05918576,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841865.1,4.38235,65.6,-,MMNX01,1,4254,4101,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/865/GCF_001841865.1_ASM184186v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/865/GCA_001841865.1_ASM184186v1,mtb
Mycobacterium tuberculosis,M0003662-5,20829,SAMN05918572,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841885.1,4.39251,65.6,-,MMOB01,4,4274,4111,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/885/GCF_001841885.1_ASM184188v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/885/GCA_001841885.1_ASM184188v1,mtb
Mycobacterium tuberculosis,M0010396-1,20829,SAMN05918584,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841895.1,4.39049,65.6,-,MMNP01,2,4261,4097,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/895/GCF_001841895.1_ASM184189v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/895/GCA_001841895.1_ASM184189v1,mtb
Mycobacterium tuberculosis,M0002684-0,20829,SAMN05918570,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841905.1,4.387,65.6,-,MMOD01,5,4259,4096,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/905/GCF_001841905.1_ASM184190v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/905/GCA_001841905.1_ASM184190v1,mtb
Mycobacterium tuberculosis,M0010710-3,20829,SAMN05918609,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841945.1,4.38955,65.6,-,MMMQ01,11,4261,4101,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/945/GCF_001841945.1_ASM184194v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/945/GCA_001841945.1_ASM184194v1,mtb
Mycobacterium tuberculosis,M0022844-6,20829,SAMN05918605,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841965.1,4.39636,65.6,-,MMMU01,3,4260,4101,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/965/GCF_001841965.1_ASM184196v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/965/GCA_001841965.1_ASM184196v1,mtb
Mycobacterium tuberculosis,M0014243-1,20829,SAMN05918588,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001841975.1,4.35215,65.6,-,MMNL01,6,4240,4081,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/841/975/GCF_001841975.1_ASM184197v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/841/975/GCA_001841975.1_ASM184197v1,mtb
Mycobacterium tuberculosis,M0001398-8,20829,SAMN05918603,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001842005.1,4.40839,65.6,-,MMMW01,7,4276,4105,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/842/005/GCF_001842005.1_ASM184200v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/842/005/GCA_001842005.1_ASM184200v1,mtb
Mycobacterium tuberculosis,M0018107-4,20829,SAMN05918591,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001842015.1,4.38261,65.6,-,MMNI01,5,4256,4097,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/842/015/GCF_001842015.1_ASM184201v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/842/015/GCA_001842015.1_ASM184201v1,mtb
Mycobacterium tuberculosis,M0003875-3,20829,SAMN05918574,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001842045.1,4.39586,65.6,-,MMNZ01,1,4271,4114,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/842/045/GCF_001842045.1_ASM184204v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/842/045/GCA_001842045.1_ASM184204v1,mtb
Mycobacterium tuberculosis,M0023843-7,20829,SAMN05918606,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001842055.1,4.38365,65.6,-,MMMT01,2,4248,4084,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/842/055/GCF_001842055.1_ASM184205v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/842/055/GCA_001842055.1_ASM184205v1,mtb
Mycobacterium tuberculosis,M0003117-0,20829,SAMN05918571,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001842085.1,4.40469,65.6,-,MMOC01,9,4285,4095,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/842/085/GCF_001842085.1_ASM184208v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/842/085/GCA_001842085.1_ASM184208v1,mtb
Mycobacterium tuberculosis,M0014296-9,20829,SAMN05918610,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001842095.1,4.41116,65.6,-,MMMP01,1,4286,4127,2016/10/25,2017/03/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/842/095/GCF_001842095.1_ASM184209v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/842/095/GCA_001842095.1_ASM184209v1,mtb
Mycobacterium tuberculosis,M0017749-4,20829,SAMN05918590,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001842105.1,4.39495,65.6,-,MMNJ01,11,4267,4093,2016/10/25,2017/05/22,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/842/105/GCF_001842105.1_ASM184210v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/842/105/GCA_001842105.1_ASM184210v1,mtb
Mycobacterium tuberculosis,M0006970-9,20829,SAMN05918604,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001842135.1,4.39774,65.6,-,MMMV01,6,4265,4094,2016/10/25,2017/05/22,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/842/135/GCF_001842135.1_ASM184213v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/842/135/GCA_001842135.1_ASM184213v1,mtb
Mycobacterium tuberculosis,M0021971-8,20829,SAMN05918595,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_001842165.1,4.41306,65.6,-,MMNE01,3,4286,4116,2016/10/25,2017/05/22,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/842/165/GCF_001842165.1_ASM184216v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/842/165/GCA_001842165.1_ASM184216v1,mtb
